Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,modularity_class,weighted indegree,weighted outdegree,Weighted Degree
935281020445888512,"RT @ajplus: Meghan Markle will be the first biracial princess the British royal family's ever had, and some PEOPLE ARE THRILLED… ",<[2017-11-27T22:55:47.028Z]>,Tweet,,,,,,,Mon Nov 27 22:55:46 GMT 2017,en,,,,,,,,22,1,0,1
@luneetuh,@luneetuh,<[2017-11-27T22:55:47.028Z]>,User,,,,,,,Wed Sep 05 04:34:25 IST 2012,en,sophistiratchet.,,http://pbs.twimg.com/profile_images/930232207406399488/v7zlV8g3_bigger.jpg,274,1270,👑,,22,0,3,3
935153126356680704,"Meghan Markle will be the first biracial princess the British royal family's ever had, and some PEOPLE ARE THRILLED ABOUT IT. https://t.co/TQCUnNma9s",<[2017-11-27T22:55:47.028Z]>,Tweet,,,,,,,Mon Nov 27 14:27:34 GMT 2017,en,,,,,,,,22,2,4,6
@ajplus,@ajplus,"<[2017-11-27T22:55:47.028Z, 2017-11-27T22:55:54.602Z]>",User,,,,,,,Mon Feb 01 11:53:42 GMT 2010,en,"AJ+ is news for the connected generation, sharing human struggles, and challenging the status quo. Download the app to be a part of a global community.",,http://pbs.twimg.com/profile_images/510269137071783936/AOB0NWwG_bigger.png,343,810997,AJ+,,22,2,2,4
http://pbs.twimg.com/media/DPpT2UbWsAgaH8k.jpg,http://pbs.twimg.com/media/DPpT2UbWsAgaH8k.jpg,<[2017-11-27T22:55:47.028Z]>,Media,,,,,,,,,,,,,,,,22,1,0,1
http://pbs.twimg.com/media/DPpT4e7WkAAnRvR.jpg,http://pbs.twimg.com/media/DPpT4e7WkAAnRvR.jpg,<[2017-11-27T22:55:47.028Z]>,Media,,,,,,,,,,,,,,,,22,1,0,1
http://pbs.twimg.com/media/DPpT6HEWsAAtmEK.jpg,http://pbs.twimg.com/media/DPpT6HEWsAAtmEK.jpg,<[2017-11-27T22:55:47.028Z]>,Media,,,,,,,,,,,,,,,,22,1,0,1
http://pbs.twimg.com/media/DPpT7Z3WAAIBECC.jpg,http://pbs.twimg.com/media/DPpT7Z3WAAIBECC.jpg,<[2017-11-27T22:55:47.028Z]>,Media,,,,,,,,,,,,,,,,22,1,0,1
935281020991168513,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:55:47.055Z]>,Tweet,,,,,,,Mon Nov 27 22:55:46 GMT 2017,en,,,,,,,,35,1,1,2
@ayeshamangerah,@ayeshamangerah,<[2017-11-27T22:55:47.055Z]>,User,,,,,,,Mon Apr 14 14:03:04 IST 2014,en,,,http://pbs.twimg.com/profile_images/933493695042801664/R_mM-VAZ_bigger.jpg,249,126,Ayesha,,35,0,5,5
935281021364338688,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.088Z]>,Tweet,,,,,,,Mon Nov 27 22:55:46 GMT 2017,en,,,,,,,,1,1,0,1
@therealdenzhe,@therealdenzhe,<[2017-11-27T22:55:47.088Z]>,User,,,,,,,Mon Mar 11 11:52:34 GMT 2013,en,Ikiwa mimi niyeza bwana kutuma. MY SKIN IS BLACK,,http://pbs.twimg.com/profile_images/930204720647557120/Y9DBJwvg_bigger.jpg,1004,2056,Field Negro,AZANIA,1,0,3,3
935281021678911490,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:55:47.435Z]>,Tweet,,,,,,,Mon Nov 27 22:55:46 GMT 2017,en,,,,,,,,35,1,1,2
@everythngisskam,@everythngisskam,<[2017-11-27T22:55:47.435Z]>,User,,,,,,,Tue Nov 15 00:00:12 GMT 2011,en,gutten som ikke klarte å holde pusten under vann,,http://pbs.twimg.com/profile_images/925799842823237632/8eTKe8Aw_bigger.jpg,70,148,trix,around,35,0,5,5
935281022282936321,ESTOY PUESTA PA OTRO ROYAL WEDDING ITS WHAT MY DEPRESSION NEEDS !!!!!! https://t.co/s02fhrIMlv,<[2017-11-27T22:55:47.438Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,23,1,1,2
@cee_gonz,@cee_gonz,"<[2017-11-27T22:55:47.438Z, 2017-11-27T22:55:48.987Z]>",User,,,,,,,Mon Nov 12 18:44:08 GMT 2012,en,professional art hoe • fotógrafa pueLtojiqueña // ig/snap: cee_gonz 🐝#BlackLivesMatter 🏳️‍🌈 siempre inventando,,http://pbs.twimg.com/profile_images/900879208951492608/M86X5iqy_bigger.jpg,758,7370,suzy bishop,,23,0,6,6
https://twitter.com/tabloidarthist/status/935228380210978817,https://twitter.com/tabloidarthist/status/935228380210978817,<[2017-11-27T22:55:47.438Z]>,Link,,,,,,,,,,,,,,,,23,1,0,1
935228380210978817,"Prince Harry and Meghan Markle’s engagement interview, November 2017 // Marriage portrait of Princess Mary Tudor, (Dowager Queen of France), and Charles Brandon, by Jan Gossaert, c. 1516. https://t.co/2pNBzziiPh","<[2017-11-27T22:55:47.438Z, 2017-11-27T22:55:48.988Z]>",Tweet,,,,,,,Mon Nov 27 19:26:36 GMT 2017,en,,,,,,,,23,3,2,5
@tabloidarthist,@tabloidarthist,"<[2017-11-27T22:55:47.438Z, 2017-11-27T22:55:48.988Z]>",User,,,,,,,Sun Nov 27 14:05:20 GMT 2016,en,"Because for every pic of Lindsay Lohan falling, there's a Bernini sculpture begging to be referenced. 💫TAH VOL.1 available now 💫",,http://pbs.twimg.com/profile_images/891028570348421120/AojZW_ko_bigger.jpg,542,35163,TabloidArtHistory,United Kingdom,23,2,1,3
http://pbs.twimg.com/media/DPqZQAxXkAAXbg_.jpg,http://pbs.twimg.com/media/DPqZQAxXkAAXbg_.jpg,"<[2017-11-27T22:55:47.438Z, 2017-11-27T22:55:48.988Z]>",Media,,,,,,,,,,,,,,,,23,1,0,1
http://pbs.twimg.com/media/DPqZQAyXcAEihi7.jpg,http://pbs.twimg.com/media/DPqZQAyXcAEihi7.jpg,"<[2017-11-27T22:55:47.438Z, 2017-11-27T22:55:48.988Z]>",Media,,,,,,,,,,,,,,,,23,1,0,1
935281022333259777,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.440Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,1,1,0,1
@charlottecicale,@charlottecicale,<[2017-11-27T22:55:47.440Z]>,User,,,,,,,Wed Jul 23 02:54:47 IST 2008,en,,,http://pbs.twimg.com/profile_images/839718855198978048/kkMFNxKu_bigger.jpg,702,302,I RESIST,Somewhere in PA,1,0,3,3
935281022492725252,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:55:47.441Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,35,1,1,2
@jaavicarvajal,@jaavicarvajal,<[2017-11-27T22:55:47.441Z]>,User,,,,,,,Sun Apr 11 23:50:52 IST 2010,es,"it's okay, i'm okay, i'm alright again.",,http://pbs.twimg.com/profile_images/931949138887004161/a3-2uEaN_bigger.jpg,1157,1194,☁️  javiera  ☁️,chile,35,0,5,5
935281023805542400,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.841Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,1,1,0,1
@albinofirebird,@albinofirebird,<[2017-11-27T22:55:47.841Z]>,User,,,,,,,Thu May 17 06:13:53 IST 2012,en,"Kinky, socialist, atheist, vegetarian, Steiff-obsessed Olberfann, obsessed with GoT & trying to add her voice to the Resistance... and maybe an opinion or two.",,http://pbs.twimg.com/profile_images/835920648056688640/IvMb8OGy_bigger.jpg,239,240,OlberWOmann,"Boston, Massachusetts",1,0,3,3
935281023528550401,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.842Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,1,1,0,1
@1414dal,@1414dal,<[2017-11-27T22:55:47.842Z]>,User,,,,,,,Sun Apr 12 17:10:46 IST 2015,en,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,43,1,Della A Lovato,,1,0,3,3
935281023780352000,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:55:47.844Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,35,1,1,2
@struckbydelilah,@struckbydelilah,<[2017-11-27T22:55:47.844Z]>,User,,,,,,,Tue Jan 07 16:37:23 GMT 2014,it,probably daydreaming,,http://pbs.twimg.com/profile_images/902678810172248065/R6eTtbA4_bigger.jpg,154,314,trash,,35,0,5,5
935281023969120256,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.845Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,1,1,0,1
@sweetheart75,@sweetheart75,<[2017-11-27T22:55:47.845Z]>,User,,,,,,,Thu Apr 09 03:14:08 IST 2009,en,"#TheResistance 
#TrumpRussia",,http://pbs.twimg.com/profile_images/825821655532498949/6xbf00Wh_bigger.jpg,431,474,patricia 💕,,1,0,3,3
935281024631824384,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.846Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,1,1,0,1
@wriimeent,@wriimeent,<[2017-11-27T22:55:47.846Z]>,User,,,,,,,Tue Feb 05 11:12:02 GMT 2013,en,british dude who like anime girls / somehow has a job / hug machine,,http://pbs.twimg.com/profile_images/934789193582235648/G-XcA7Nn_bigger.jpg,1245,285,Wriime,Da U kay,1,0,3,3
935281024648601600,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:55:47.954Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,35,1,1,2
@a8_queen,@a8_queen,<[2017-11-27T22:55:47.954Z]>,User,,,,,,,Mon May 18 01:01:08 IST 2015,en,sc: @ chipunk.carter 📸 #NoOneSafe,,http://pbs.twimg.com/profile_images/913386671978237952/ANNN-obt_bigger.jpg,2590,3133,Queen A ✨,somewhere taking pics,35,0,5,5
935281025294458880,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:47.976Z]>,Tweet,,,,,,,Mon Nov 27 22:55:47 GMT 2017,en,,,,,,,,1,1,0,1
@scienceisfact1,@scienceisfact1,<[2017-11-27T22:55:47.976Z]>,User,,,,,,,Fri Mar 10 03:32:39 GMT 2017,en,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,151,179,Science is Fact,,1,0,3,3
935281026682761216,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:48.297Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,1,1,0,1
@illinoisdan,@illinoisdan,<[2017-11-27T22:55:48.297Z]>,User,,,,,,,Thu Oct 30 21:45:46 GMT 2008,en,US Navy Veteran 1967 - 1973. Retired Locomotive Engineer. Proud Father. BlueGrass Guitar Player.Absolutely Opposed to @realDonaldTrump! Impeach the bastard now!,,http://pbs.twimg.com/profile_images/929739017503076354/zeBh2Rpe_bigger.jpg,208,164,illinoisdan,,1,0,3,3
935281027223654400,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,<[2017-11-27T22:55:48.664Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,124,1,2,3
@scandalholic,@scandalholic,<[2017-11-27T22:55:48.664Z]>,User,,,,,,,Fri Jul 19 01:30:57 IST 2013,en,💫and i feel god in this chili's tonight💫- Pam Beesly #blacklivesmatter,,http://pbs.twimg.com/profile_images/874819760168378368/lUz2Upk-_bigger.jpg,266,498,hotfries connoisseur,Viola you're on camera,124,0,3,3
http://cnn.it/2zKKYc7,http://cnn.it/2zKKYc7,"<[2017-11-27T22:55:48.664Z, 2017-11-27T22:55:48.667Z, 2017-11-27T22:56:00.646Z, 2017-11-27T22:56:16.340Z, 2017-11-27T22:56:26.245Z, 2017-11-27T22:56:49.209Z]>",Link,,,,,,,,,,,,,,,,124,6,0,6
http://pbs.twimg.com/ext_tw_video_thumb/935208984801398784/pu/img/JykU9cSbA1kfoxCp.jpg,http://pbs.twimg.com/ext_tw_video_thumb/935208984801398784/pu/img/JykU9cSbA1kfoxCp.jpg,"<[2017-11-27T22:55:48.664Z, 2017-11-27T22:55:48.667Z, 2017-11-27T22:56:00.646Z, 2017-11-27T22:56:16.340Z, 2017-11-27T22:56:26.245Z, 2017-11-27T22:56:49.209Z]>",Media,,,,,,,,,,,,,,,,124,6,0,6
935209741244084225,JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,"<[2017-11-27T22:55:48.664Z, 2017-11-27T22:55:48.667Z, 2017-11-27T22:56:00.646Z, 2017-11-27T22:56:16.340Z, 2017-11-27T22:56:26.245Z, 2017-11-27T22:56:49.209Z]>",Tweet,,,,,,,Mon Nov 27 18:12:32 GMT 2017,en,,,,,,,,124,7,2,9
@cnn,@cnn,"<[2017-11-27T22:55:48.664Z, 2017-11-27T22:55:48.667Z, 2017-11-27T22:56:00.646Z, 2017-11-27T22:56:16.340Z, 2017-11-27T22:56:26.245Z, 2017-11-27T22:56:33.855Z, 2017-11-27T22:56:48.874Z, 2017-11-27T22:56:49.209Z, 2017-11-27T22:57:14.597Z, 2017-11-27T22:57:25.332Z]>",User,,,,,,,Fri Feb 09 00:35:02 GMT 2007,en,It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲http://cnn.it/apps,,http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_bigger.png,1115,38560161,CNN,,124,11,3,14
935281027097829376,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,<[2017-11-27T22:55:48.667Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,124,1,2,3
@potzer37,@potzer37,<[2017-11-27T22:55:48.667Z]>,User,,,,,,,Sat Mar 14 05:04:43 GMT 2009,en,"I'm like Santa Claus on Prozac...  at Disneyland, getting laid.",,http://pbs.twimg.com/profile_images/784715203866873856/UnLJGsAr_bigger.jpg,1007,151,Lyds ('lēds),"San Francisco, CA",124,0,3,3
935281027353858048,"It’s a feeling between “look how far we’ve come” and “we up in this bitch,”

That about sums it up, @alexisthenedd. 💁🏽🇬🇧👸🏽❤️🇺🇸

https://t.co/Z2vINeFvFj via @Cosmopolitan",<[2017-11-27T22:55:48.668Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,24,1,1,2
@ashleylnedd,@ashleylnedd,<[2017-11-27T22:55:48.668Z]>,User,,,,,,,Mon Dec 12 04:16:42 GMT 2011,en,Actor. NYC to LA. A city girl with an old soul. Travels and turns stories into art.,,http://pbs.twimg.com/profile_images/927615462069825536/ZwFPnuCp_bigger.jpg,72,80,Ashley Lauren Nedd,"Los Angeles, CA",24,0,1,1
http://www.cosmopolitan.com/entertainment/celebs/a13938015/meghan-markle-first-black-princess/,http://www.cosmopolitan.com/entertainment/celebs/a13938015/meghan-markle-first-black-princess/,<[2017-11-27T22:55:48.668Z]>,Link,,,,,,,,,,,,,,,,24,1,0,1
935281027471220736,RT @AngryBlackLady: All I want for Christmas is for Prince Harry and Meghan Markle to invite the Obamas to the royal wedding and not the tr…,<[2017-11-27T22:55:48.669Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,25,1,0,1
@presoompaloompa,@presoompaloompa,<[2017-11-27T22:55:48.669Z]>,User,,,,,,,Wed Nov 09 00:14:43 GMT 2016,en,"I'm your president, bitch!! Talking Cheeto, Bigly Hair, Good Brain, Master Tax & Draft dodger, Experienced in Bankruptcy law.",,http://pbs.twimg.com/profile_images/796160978077392896/aKI_4hrt_bigger.jpg,247,209,Pres. Oompa Loompa,White House,25,0,3,3
935181808177737728,"All I want for Christmas is for Prince Harry and Meghan Markle to invite the Obamas to the royal wedding and not the trumps. 

Make it so.","<[2017-11-27T22:55:48.669Z, 2017-11-27T22:55:55.512Z, 2017-11-27T22:56:27.576Z, 2017-11-27T22:57:25.019Z]>",Tweet,,,,,,,Mon Nov 27 16:21:32 GMT 2017,en,,,,,,,,25,5,0,5
@angryblacklady,@angryblacklady,"<[2017-11-27T22:55:48.669Z, 2017-11-27T22:55:55.512Z, 2017-11-27T22:56:27.576Z, 2017-11-27T22:57:25.019Z]>",User,,,,,,,Sat Jun 13 05:10:49 IST 2009,en,"Senior Legal Analyst, @Rewire_News | 1/2 of #TeamLegal | Tweets endorsed by no one. | Opinions are yours. | The Real Racist™ | Social Justice Battlemage | o--€",,http://pbs.twimg.com/profile_images/928764124049186816/sXl7XgjP_bigger.jpg,1614,100240,Imani “I Smell Sex and” Gandy,"#TheBay",25,4,1,5
935281028377260032,"RT @malorieblackman: 3 out of 4 of the Queen's children are divorced. CofE came into being so king could divorce. Wallis Simpson was ove… ",<[2017-11-27T22:55:48.769Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,88,1,0,1
@carolesuch,@carolesuch,<[2017-11-27T22:55:48.769Z]>,User,,,,,,,Sat Apr 04 22:57:09 IST 2009,en,"Born in  Salford, matured in Manchester.
Family, friends, football and films are my things.",,http://pbs.twimg.com/profile_images/752776837512790016/ViZYYMTs_bigger.jpg,48,43,Carole Such,,88,0,5,5
935136681782599681,3 out of 4 of the Queen's children are divorced. CofE came into being so king could divorce. Wallis Simpson was over 80 years ago.  Why not just come out and say what's really bothering you? https://t.co/k23nk6FBVI,"<[2017-11-27T22:55:48.770Z, 2017-11-27T22:55:58.499Z, 2017-11-27T22:56:02.417Z, 2017-11-27T22:56:21.718Z, 2017-11-27T22:56:29.850Z, 2017-11-27T22:56:39.047Z, 2017-11-27T22:56:42.025Z, 2017-11-27T22:56:47.551Z, 2017-11-27T22:56:53.342Z, 2017-11-27T22:56:53.684Z, 2017-11-27T22:57:02.040Z, 2017-11-27T22:57:10.871Z, 2017-11-27T22:57:17.877Z]>",Tweet,,,,,,,Mon Nov 27 13:22:13 GMT 2017,en,,,,,,,,88,14,1,15
@malorieblackman,@malorieblackman,"<[2017-11-27T22:55:48.770Z, 2017-11-27T22:55:58.499Z, 2017-11-27T22:56:02.417Z, 2017-11-27T22:56:21.718Z, 2017-11-27T22:56:29.850Z, 2017-11-27T22:56:39.047Z, 2017-11-27T22:56:42.025Z, 2017-11-27T22:56:47.551Z, 2017-11-27T22:56:53.342Z, 2017-11-27T22:56:53.684Z, 2017-11-27T22:57:02.040Z, 2017-11-27T22:57:10.871Z, 2017-11-27T22:57:17.877Z]>",User,,,,,,,Sat Sep 26 22:15:05 IST 2009,en,"Author of the Noughts & Crosses series, Hacker, Pig Heart Boy, Boys Don't Cry, etc. Ex UK Children's Laureate. A retweet does not necessarily mean agreement.",,http://pbs.twimg.com/profile_images/925674648485888000/oo5-aOGC_bigger.jpg,1191,31444,Malorie Blackman,Britain,88,13,3,16
935281028507275264,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:48.780Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,1,1,0,1
@pitprince,@pitprince,<[2017-11-27T22:55:48.780Z]>,User,,,,,,,Mon Jan 25 21:55:13 GMT 2010,en,,,http://pbs.twimg.com/profile_images/2199650000/tn_bigger.jpg,525,464,Pat Smith,New York City,1,0,3,3
935281028503166977,RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D,<[2017-11-27T22:55:48.805Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,35,1,1,2
@georgialjones4,@georgialjones4,<[2017-11-27T22:55:48.805Z]>,User,,,,,,,Mon Jul 30 00:26:48 IST 2012,en,pizza baby,,http://pbs.twimg.com/profile_images/919681921445253120/_1MHxkVi_bigger.jpg,168,194,Georgia Jones,United Kingdom,35,0,5,5
935281029312667650,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:48.958Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,1,1,0,1
@thesexycookie97,@thesexycookie97,<[2017-11-27T22:55:48.958Z]>,User,,,,,,,Fri Jan 06 02:58:12 GMT 2012,en,"God shook his head the day he built her, oh but I bet he smiled. 😌 #KSU19⚡ ♍♍♍ 💏",,http://pbs.twimg.com/profile_images/916443655392677888/iWbTojhb_bigger.jpg,833,668,Wine Mom 🍷✨,somewhere makin shit happen ✨,1,0,3,3
935281029476241408,"RT @TabloidArtHist: Prince Harry and Meghan Markle’s engagement interview, November 2017 // Marriage portrait of Princess Mary Tudor, (… ",<[2017-11-27T22:55:48.987Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,23,1,0,1
935281029589413888,RT @fvmcgillicuddy: Prince Harry is a lucky man! He is engaged to a lovely woman and he is a friend of @BarackObama. https://t.co/1myj4OD9nD,<[2017-11-27T22:55:49.069Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,1,1,1,2
@annepearl1,@annepearl1,<[2017-11-27T22:55:49.069Z]>,User,,,,,,,Tue Jan 24 23:07:27 GMT 2017,en,proud mom of two beautiful social/environmental activists sons,,http://pbs.twimg.com/profile_images/917087346054529024/QbWCQVQS_bigger.jpg,5004,3772,Anne Steitz,"Minnesota, USA",1,0,5,5
https://twitter.com/barackobama/status/935255366438408192,https://twitter.com/barackobama/status/935255366438408192,"<[2017-11-27T22:55:49.069Z, 2017-11-27T22:56:19.075Z, 2017-11-27T22:56:34.031Z, 2017-11-27T22:56:36.659Z, 2017-11-27T22:56:49.687Z, 2017-11-27T22:56:57.399Z, 2017-11-27T22:57:05.365Z, 2017-11-27T22:57:11.000Z, 2017-11-27T22:57:11.761Z, 2017-11-27T22:57:23.036Z]>",Link,,,,,,,,,,,,,,,,1,12,0,12
935280509743013888,Prince Harry is a lucky man! He is engaged to a lovely woman and he is a friend of @BarackObama. https://t.co/1myj4OD9nD,<[2017-11-27T22:55:49.069Z]>,Tweet,,,,,,,Mon Nov 27 22:53:44 GMT 2017,en,,,,,,,,1,2,2,4
@fvmcgillicuddy,@fvmcgillicuddy,<[2017-11-27T22:55:49.069Z]>,User,,,,,,,Sat Nov 05 20:14:54 GMT 2011,en,"Law career, passion is art. #HealthCareForAll is human right. #ClimateChangeIsReal #TheResistance must prevail. #ResistanceUnited #Indivisible #RWU No lists",,http://pbs.twimg.com/profile_images/3659376029/e5e9890876229dd9239d4b59d6f8b302_bigger.jpeg,3371,3197,Frannie M.,,1,1,3,4
935281029572677632,"RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… ",<[2017-11-27T22:55:49.081Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,1,1,0,1
@londonbatty,@londonbatty,<[2017-11-27T22:55:49.081Z]>,User,,,,,,,Wed Oct 28 04:48:15 GMT 2009,en,,,http://pbs.twimg.com/profile_images/646474222085103616/ktXzJtok_bigger.jpg,175,26,C. Hen,,1,0,3,3
935281029547376640,"RT @ReaganBattalion: Future princess Meghan Markle with her mother. 

The Alt-Right is having a terrible day, which makes it a great day… ",<[2017-11-27T22:55:49.082Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,26,1,0,1
@motrpolitics1,@motrpolitics1,<[2017-11-27T22:55:49.082Z]>,User,,,,,,,Fri Jul 06 19:44:25 IST 2012,en,"Tweeting about federal, state & local politics & government in California's Inland Empire from the middle-of-the-road.",,http://pbs.twimg.com/profile_images/3024502814/db4b3e96090ae853bd4820a0ed5b4e18_bigger.jpeg,846,953,MOTR Politics,,26,0,3,3
935256444718510082,"Future princess Meghan Markle with her mother. 

The Alt-Right is having a terrible day, which makes it a great day for human beings. https://t.co/4klt34qgRl",<[2017-11-27T22:55:49.082Z]>,Tweet,,,,,,,Mon Nov 27 21:18:07 GMT 2017,en,,,,,,,,26,2,1,3
@reaganbattalion,@reaganbattalion,<[2017-11-27T22:55:49.082Z]>,User,,,,,,,Wed Dec 09 19:33:33 GMT 2015,en,"Your source for news, information, and commentary, from a conservative perspective.",,http://pbs.twimg.com/profile_images/907455298100752385/Z-xeIaHS_bigger.jpg,1558,49619,The Reagan Battalion,,26,1,1,2
http://pbs.twimg.com/media/DPqyxrRUIAATcH7.jpg,http://pbs.twimg.com/media/DPqyxrRUIAATcH7.jpg,<[2017-11-27T22:55:49.082Z]>,Media,,,,,,,,,,,,,,,,26,1,0,1
935281029799202816,RT @TaylorLimbach: Prince Harry's financee Meghan Markle was a Kappa at Northwestern University so that means Kappa's are now royalty,<[2017-11-27T22:55:49.153Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,27,1,0,1
@mlcrosley22,@mlcrosley22,<[2017-11-27T22:55:49.153Z]>,User,,,,,,,Mon Jun 17 18:43:14 IST 2013,en,kentucky kappa🗝,,http://pbs.twimg.com/profile_images/914350086020325376/hPWonOmj_bigger.jpg,279,347,molly crosley,indy/lex,27,0,3,3
935178351236603905,Prince Harry's financee Meghan Markle was a Kappa at Northwestern University so that means Kappa's are now royalty,<[2017-11-27T22:55:49.153Z]>,Tweet,,,,,,,Mon Nov 27 16:07:48 GMT 2017,en,,,,,,,,27,2,0,2
@taylorlimbach,@taylorlimbach,<[2017-11-27T22:55:49.153Z]>,User,,,,,,,Sun Nov 27 00:35:46 GMT 2011,en,living the life | centre 2018 ΚΚΓ,,http://pbs.twimg.com/profile_images/824316646873559041/mEoi2siG_bigger.jpg,216,219,Taylor Limbach,Cincinnati,27,1,1,2
935281030327623691,RT @khloekardashian: Congratulations Prince Harry and Meghan Markle! 😊🤗🍾❤️🙏🏽,<[2017-11-27T22:55:49.219Z]>,Tweet,,,,,,,Mon Nov 27 22:55:48 GMT 2017,en,,,,,,,,88,1,0,1
@cliffordgirlxxx,@cliffordgirlxxx,<[2017-11-27T22:55:49.219Z]>,User,,,,,,,Fri Jan 22 13:53:38 GMT 2016,pl,"Czuje sie jak na safari - wszędzie jebane zwierzęta ✨ 
I just want to be happy 💗",,http://pbs.twimg.com/profile_images/813750144755781632/QrcAa3GU_bigger.jpg,759,401,Little star 🌙💥,"Newry, Northern Ireland",88,0,3,3
935162033934422019,Congratulations Prince Harry and Meghan Markle! 😊🤗🍾❤️🙏🏽,"<[2017-11-27T22:55:49.220Z, 2017-11-27T22:56:29.559Z, 2017-11-27T22:56:56.488Z]>",Tweet,,,,,,,Mon Nov 27 15:02:58 GMT 2017,en,,,,,,,,88,4,0,4
